Title,Category,Slug,Page URL,Thumbnail URL,Description,Play Now
ICY PURPLE HEAD 2,Free Games,icy-purple-head-2,https://unblockedgames66.gitlab.io/game/icy-purple-head-2.html,https://unblockedgames66.gitlab.io/assets/upload/66games/jpg/icy-purple-head-2.jpg,"Play ICY PURPLE HEAD 2 unblocked for free on Unblocked Games G+. No download, no login required. Works on school Chromebook and restricted networks.",https://unblockedgames66.gitlab.io/game/icy-purple-head-2.html
ICY PURPLE HEAD 3,Free Games,icy-purple-head-3,https://unblockedgames66.gitlab.io/game/icy-purple-head-3.html,https://unblockedgames66.gitlab.io/assets/upload/66games/jpg/icy-purple-head-3.jpg,"Play ICY PURPLE HEAD 3 unblocked for free on Unblocked Games G+. No download, no login required. Works on school Chromebook and restricted networks.",https://unblockedgames66.gitlab.io/game/icy-purple-head-3.html
IDLE BREAKOUT,66-Ez Games,idle-breakout,https://unblockedgames66.gitlab.io/game/idle-breakout.html,https://unblockedgames66.gitlab.io/assets/upload/66games/jpg/idle-breakout.jpg,"Play IDLE BREAKOUT unblocked for free on Unblocked Games G+. No download, no login required. Works on school Chromebook and restricted networks.",https://unblockedgames66.gitlab.io/game/idle-breakout.html
IDLE LIGHT CITY,Free Games,idle-light-city,https://unblockedgames66.gitlab.io/game/idle-light-city.html,https://unblockedgames66.gitlab.io/assets/upload/66games/jpg/idle-light-city.jpg,"Play IDLE LIGHT CITY unblocked for free on Unblocked Games G+. No download, no login required. Works on school Chromebook and restricted networks.",https://unblockedgames66.gitlab.io/game/idle-light-city.html
IDLE MINING EMPIRE,Clicker Games,idle-mining-empire,https://unblockedgames66.gitlab.io/game/idle-mining-empire.html,https://unblockedgames66.gitlab.io/assets/upload/66games/jpg/idle-mining-empire.jpg,"Play IDLE MINING EMPIRE unblocked for free on Unblocked Games G+. No download, no login required. Works on school Chromebook and restricted networks.",https://unblockedgames66.gitlab.io/game/idle-mining-empire.html
IDLE RESTAURANTS TYCOON,Online Games,idle-restaurants-tycoon,https://unblockedgames66.gitlab.io/game/idle-restaurants-tycoon.html,https://unblockedgames66.gitlab.io/assets/upload/66games/jpg/idle-restaurants-tycoon.jpg,"Play IDLE RESTAURANTS TYCOON unblocked for free on Unblocked Games G+. No download, no login required. Works on school Chromebook and restricted networks.",https://unblockedgames66.gitlab.io/game/idle-restaurants-tycoon.html
IDLE RESTAURANTS,Free Games,idle-restaurants,https://unblockedgames66.gitlab.io/game/idle-restaurants.html,https://unblockedgames66.gitlab.io/assets/upload/66games/jpg/idle-restaurants.jpg,"Play IDLE RESTAURANTS unblocked for free on Unblocked Games G+. No download, no login required. Works on school Chromebook and restricted networks.",https://unblockedgames66.gitlab.io/game/idle-restaurants.html
IDLE TREE CITY,Free Games,idle-tree-city,https://unblockedgames66.gitlab.io/game/idle-tree-city.html,https://unblockedgames66.gitlab.io/assets/upload/66games/jpg/idle-tree-city.jpg,"Play IDLE TREE CITY unblocked for free on Unblocked Games G+. No download, no login required. Works on school Chromebook and restricted networks.",https://unblockedgames66.gitlab.io/game/idle-tree-city.html
IMPOSSIBLE MONSTER TRUCK,Free Games,impossible-monster-truck,https://unblockedgames66.gitlab.io/game/impossible-monster-truck.html,https://unblockedgames66.gitlab.io/assets/upload/66games/jpg/impossible-monster-truck.jpg,"Play IMPOSSIBLE MONSTER TRUCK unblocked for free on Unblocked Games G+. No download, no login required. Works on school Chromebook and restricted networks.",https://unblockedgames66.gitlab.io/game/impossible-monster-truck.html
INDIAN TRUCK,Free Games,indian-truck,https://unblockedgames66.gitlab.io/game/indian-truck.html,https://unblockedgames66.gitlab.io/assets/upload/66games/jpg/indian-truck.jpg,"Play INDIAN TRUCK unblocked for free on Unblocked Games G+. No download, no login required. Works on school Chromebook and restricted networks.",https://unblockedgames66.gitlab.io/game/indian-truck.html
INFINITE SOCCER,Free Games,infinite-soccer,https://unblockedgames66.gitlab.io/game/infinite-soccer.html,https://unblockedgames66.gitlab.io/assets/upload/66games/jpg/infinite-soccer.jpg,"Play INFINITE SOCCER unblocked for free on Unblocked Games G+. No download, no login required. Works on school Chromebook and restricted networks.",https://unblockedgames66.gitlab.io/game/infinite-soccer.html
IRON SNOUT,66-Ez Games,iron-snout,https://unblockedgames66.gitlab.io/game/iron-snout.html,https://unblockedgames66.gitlab.io/assets/upload/66games/jpg/iron-snout.jpg,"Play IRON SNOUT unblocked for free on Unblocked Games G+. No download, no login required. Works on school Chromebook and restricted networks.",https://unblockedgames66.gitlab.io/game/iron-snout.html
JELLY TRUCK,66-Ez Games,jelly-truck,https://unblockedgames66.gitlab.io/game/jelly-truck.html,https://unblockedgames66.gitlab.io/assets/upload/66games/jpg/jelly-truck.jpg,"Play JELLY TRUCK unblocked for free on Unblocked Games G+. No download, no login required. Works on school Chromebook and restricted networks.",https://unblockedgames66.gitlab.io/game/jelly-truck.html
JETPACK JOYRIDE BROWSER,Online Games,jetpack-joyride-browser,https://unblockedgames66.gitlab.io/game/jetpack-joyride-browser.html,https://unblockedgames66.gitlab.io/assets/upload/66games/jpg/jetpack-joyride-browser.jpg,"Play JETPACK JOYRIDE BROWSER unblocked for free on Unblocked Games G+. No download, no login required. Works on school Chromebook and restricted networks.",https://unblockedgames66.gitlab.io/game/jetpack-joyride-browser.html
JETPACK JOYRIDE,66-Ez Games,jetpack-joyride,https://unblockedgames66.gitlab.io/game/jetpack-joyride.html,https://unblockedgames66.gitlab.io/assets/upload/66games/jpg/jetpack-joyride.jpg,"Play JETPACK JOYRIDE unblocked for free on Unblocked Games G+. No download, no login required. Works on school Chromebook and restricted networks.",https://unblockedgames66.gitlab.io/game/jetpack-joyride.html
JEWELS BLITZ 5,Free Games,jewels-blitz-5,https://unblockedgames66.gitlab.io/game/jewels-blitz-5.html,https://unblockedgames66.gitlab.io/assets/upload/66games/jpg/jewels-blitz-5.jpg,"Play JEWELS BLITZ 5 unblocked for free on Unblocked Games G+. No download, no login required. Works on school Chromebook and restricted networks.",https://unblockedgames66.gitlab.io/game/jewels-blitz-5.html
JOHNNY REVENGE,Online Games,johnny-revenge,https://unblockedgames66.gitlab.io/game/johnny-revenge.html,https://unblockedgames66.gitlab.io/assets/upload/66games/jpg/johnny-revenge.jpg,"Play JOHNNY REVENGE unblocked for free on Unblocked Games G+. No download, no login required. Works on school Chromebook and restricted networks.",https://unblockedgames66.gitlab.io/game/johnny-revenge.html
JOHNNY TRIGGER,66-Ez Games,johnny-trigger,https://unblockedgames66.gitlab.io/game/johnny-trigger.html,https://unblockedgames66.gitlab.io/assets/upload/66games/jpg/johnny-trigger.jpg,"Play JOHNNY TRIGGER unblocked for free on Unblocked Games G+. No download, no login required. Works on school Chromebook and restricted networks.",https://unblockedgames66.gitlab.io/game/johnny-trigger.html
JOHNNY UPGRADE,Free Games,johnny-upgrade,https://unblockedgames66.gitlab.io/game/johnny-upgrade.html,https://unblockedgames66.gitlab.io/assets/upload/66games/jpg/johnny-upgrade.jpg,"Play JOHNNY UPGRADE unblocked for free on Unblocked Games G+. No download, no login required. Works on school Chromebook and restricted networks.",https://unblockedgames66.gitlab.io/game/johnny-upgrade.html
JOHNY REVENGE,Free Games,johny-revenge,https://unblockedgames66.gitlab.io/game/johny-revenge.html,https://unblockedgames66.gitlab.io/assets/upload/66games/jpg/johny-revenge.jpg,"Play JOHNY REVENGE unblocked for free on Unblocked Games G+. No download, no login required. Works on school Chromebook and restricted networks.",https://unblockedgames66.gitlab.io/game/johny-revenge.html
JOHNY TRIGGER,Free Games,johny-trigger,https://unblockedgames66.gitlab.io/game/johny-trigger.html,https://unblockedgames66.gitlab.io/assets/upload/66games/jpg/johny-trigger.jpg,"Play JOHNY TRIGGER unblocked for free on Unblocked Games G+. No download, no login required. Works on school Chromebook and restricted networks.",https://unblockedgames66.gitlab.io/game/johny-trigger.html
JUNGLE TD,Free Games,jungle-td,https://unblockedgames66.gitlab.io/game/jungle-td.html,https://unblockedgames66.gitlab.io/assets/upload/66games/jpg/jungle-td.jpg,"Play JUNGLE TD unblocked for free on Unblocked Games G+. No download, no login required. Works on school Chromebook and restricted networks.",https://unblockedgames66.gitlab.io/game/jungle-td.html
JUNGLE TOWER DEFENSE,Online Games,jungle-tower-defense,https://unblockedgames66.gitlab.io/game/jungle-tower-defense.html,https://unblockedgames66.gitlab.io/assets/upload/66games/jpg/jungle-tower-defense.jpg,"Play JUNGLE TOWER DEFENSE unblocked for free on Unblocked Games G+. No download, no login required. Works on school Chromebook and restricted networks.",https://unblockedgames66.gitlab.io/game/jungle-tower-defense.html
JUST FALL LOL,Io Games,just-fall-lol,https://unblockedgames66.gitlab.io/game/just-fall-lol.html,https://unblockedgames66.gitlab.io/assets/upload/66games/jpg/just-fall-lol.jpg,"Play JUST FALL LOL unblocked for free on Unblocked Games G+. No download, no login required. Works on school Chromebook and restricted networks.",https://unblockedgames66.gitlab.io/game/just-fall-lol.html
KART FIGHT IO,Io Games,kart-fight-io,https://unblockedgames66.gitlab.io/game/kart-fight-io.html,https://unblockedgames66.gitlab.io/assets/upload/66games/jpg/kart-fight-io.jpg,"Play KART FIGHT IO unblocked for free on Unblocked Games G+. No download, no login required. Works on school Chromebook and restricted networks.",https://unblockedgames66.gitlab.io/game/kart-fight-io.html
KIRKA IO,Io Games,kirka-io,https://unblockedgames66.gitlab.io/game/kirka-io.html,https://unblockedgames66.gitlab.io/assets/upload/66games/jpg/kirka-io.jpg,"Play KIRKA IO unblocked for free on Unblocked Games G+. No download, no login required. Works on school Chromebook and restricted networks.",https://unblockedgames66.gitlab.io/game/kirka-io.html
KNIGHT HERO ADVENTURE RPG,Free Games,knight-hero-adventure-rpg,https://unblockedgames66.gitlab.io/game/knight-hero-adventure-rpg.html,https://unblockedgames66.gitlab.io/assets/upload/66games/jpg/knight-hero-adventure-rpg.jpg,"Play KNIGHT HERO ADVENTURE RPG unblocked for free on Unblocked Games G+. No download, no login required. Works on school Chromebook and restricted networks.",https://unblockedgames66.gitlab.io/game/knight-hero-adventure-rpg.html
KNIGHT HERO ADVENTURE,Online Games,knight-hero-adventure,https://unblockedgames66.gitlab.io/game/knight-hero-adventure.html,https://unblockedgames66.gitlab.io/assets/upload/66games/jpg/knight-hero-adventure.jpg,"Play KNIGHT HERO ADVENTURE unblocked for free on Unblocked Games G+. No download, no login required. Works on school Chromebook and restricted networks.",https://unblockedgames66.gitlab.io/game/knight-hero-adventure.html
KRUNKER IO,Io Games,krunker-io,https://unblockedgames66.gitlab.io/game/krunker-io.html,https://unblockedgames66.gitlab.io/assets/upload/66games/jpg/krunker-io.jpg,"Play KRUNKER IO unblocked for free on Unblocked Games G+. No download, no login required. Works on school Chromebook and restricted networks.",https://unblockedgames66.gitlab.io/game/krunker-io.html
LEADER STRIKE,Free Games,leader-strike,https://unblockedgames66.gitlab.io/game/leader-strike.html,https://unblockedgames66.gitlab.io/assets/upload/66games/jpg/leader-strike.jpg,"Play LEADER STRIKE unblocked for free on Unblocked Games G+. No download, no login required. Works on school Chromebook and restricted networks.",https://unblockedgames66.gitlab.io/game/leader-strike.html
LEARN TO FLY,66-Ez Games,learn-to-fly,https://unblockedgames66.gitlab.io/game/learn-to-fly.html,https://unblockedgames66.gitlab.io/assets/upload/66games/jpg/learn-to-fly.jpg,"Play LEARN TO FLY unblocked for free on Unblocked Games G+. No download, no login required. Works on school Chromebook and restricted networks.",https://unblockedgames66.gitlab.io/game/learn-to-fly.html
LOL SHOT IO,Io Games,lol-shot-io,https://unblockedgames66.gitlab.io/game/lol-shot-io.html,https://unblockedgames66.gitlab.io/assets/upload/66games/jpg/lol-shot-io.jpg,"Play LOL SHOT IO unblocked for free on Unblocked Games G+. No download, no login required. Works on school Chromebook and restricted networks.",https://unblockedgames66.gitlab.io/game/lol-shot-io.html
LOLBEANS IO,Io Games,lolbeans-io,https://unblockedgames66.gitlab.io/game/lolbeans-io.html,https://unblockedgames66.gitlab.io/assets/upload/66games/jpg/lolbeans-io.jpg,"Play LOLBEANS IO unblocked for free on Unblocked Games G+. No download, no login required. Works on school Chromebook and restricted networks.",https://unblockedgames66.gitlab.io/game/lolbeans-io.html
LURKERS IO,Io Games,lurkers-io,https://unblockedgames66.gitlab.io/game/lurkers-io.html,https://unblockedgames66.gitlab.io/assets/upload/66games/jpg/lurkers-io.jpg,"Play LURKERS IO unblocked for free on Unblocked Games G+. No download, no login required. Works on school Chromebook and restricted networks.",https://unblockedgames66.gitlab.io/game/lurkers-io.html
MAD GUNZ,Free Games,mad-gunz,https://unblockedgames66.gitlab.io/game/mad-gunz.html,https://unblockedgames66.gitlab.io/assets/upload/66games/jpg/mad-gunz.jpg,"Play MAD GUNZ unblocked for free on Unblocked Games G+. No download, no login required. Works on school Chromebook and restricted networks.",https://unblockedgames66.gitlab.io/game/mad-gunz.html
MAD SHARK,Free Games,mad-shark,https://unblockedgames66.gitlab.io/game/mad-shark.html,https://unblockedgames66.gitlab.io/assets/upload/66games/jpg/mad-shark.jpg,"Play MAD SHARK unblocked for free on Unblocked Games G+. No download, no login required. Works on school Chromebook and restricted networks.",https://unblockedgames66.gitlab.io/game/mad-shark.html
MAD TRUCK CHALLENGE,Free Games,mad-truck-challenge,https://unblockedgames66.gitlab.io/game/mad-truck-challenge.html,https://unblockedgames66.gitlab.io/assets/upload/66games/jpg/mad-truck-challenge.jpg,"Play MAD TRUCK CHALLENGE unblocked for free on Unblocked Games G+. No download, no login required. Works on school Chromebook and restricted networks.",https://unblockedgames66.gitlab.io/game/mad-truck-challenge.html
MADALIN CARS MULTIPLAYER,66-Ez Games,madalin-cars-multiplayer,https://unblockedgames66.gitlab.io/game/madalin-cars-multiplayer.html,https://unblockedgames66.gitlab.io/assets/upload/66games/jpg/madalin-cars-multiplayer.jpg,"Play MADALIN CARS MULTIPLAYER unblocked for free on Unblocked Games G+. No download, no login required. Works on school Chromebook and restricted networks.",https://unblockedgames66.gitlab.io/game/madalin-cars-multiplayer.html
MADALIN STUNT CARS 2,66-Ez Games,madalin-stunt-cars-2,https://unblockedgames66.gitlab.io/game/madalin-stunt-cars-2.html,https://unblockedgames66.gitlab.io/assets/upload/66games/jpg/madalin-stunt-cars-2.jpg,"Play MADALIN STUNT CARS 2 unblocked for free on Unblocked Games G+. No download, no login required. Works on school Chromebook and restricted networks.",https://unblockedgames66.gitlab.io/game/madalin-stunt-cars-2.html
